Client,Supplier,SupplierAccountGroup,SupplierName,SupplierFullName,IsBusinessPurposeCompleted,CreatedByUser,CreationDate,IsOneTimeAccount,AuthorizationGroup,VatRegistration,AccountIsBlockedForPosting,TaxJurisdiction,SupplierCorporateGroup,Customer,Industry,TaxNumber1,TaxNumber2,TaxNumber3,TaxNumber4,TaxNumber5,TaxNumber6,PostingIsBlocked,PurchasingIsBlocked,InternationalAllocationNumber1,InternationalAllocationNumber2,InternationalAllocationNumber3,AddressId,Region,OrganizationBpName1,OrganizationBpName2,CityName,PostalCode,StreetName,Country,ConcatenatedInternationAllocNo,SupplierProcurementBlock,SuplrQualityManagementSystem,SupplierLanguage,PhoneNumber1,FaxNumber,IsNaturalPerson,VatLiability,ResponsibleType,TaxNumberType,BusinessType,BirthDate,SortField,PhoneNumber2,DeletionIndicator,TaxInvoiceRepresentativeName,IndustryType,TradingPartner,DataMediumExchangeIndicator,TrainStationName,AlternativePayeeIsAllowed,SupplierIsPlantRelevant,SupplierPlant,FactoryCalendar
510,0000908653,ZE01,Gimenez - Materiais,Gimenez - Materiais,,CDRMLFVAKF58,20191130,X,,,,,,0010059597,9482,U1A0SN7QAWICR81,,,,,,,,3926393,30303,9,0005553177,HDF,Gimenez - Materiais,Pharma SARL,CharlesVille,37964,"128, rue Teixeira",FR,3926393303039,01,7162,F,+34707048701,,,X,,US,,,GIMENEZ,,,,Exportacao,,,,,,P002,02
600,0000908668,ZE01,Construcción Vergara S.C.P - Servicos Industriais,Construcción Vergara S.C.P - Servicos Industriais,X,IG52MGIWK84K,20210621,,,,,ES9299995627,,0010082277,6093,STCHJFC5,26984328756,,,,P4SHPIBTZ4SSDS7RX5IW,,,2941023,64726,7,0006322608,AND,Construcción Vergara S.C.P - Servic,Maritime S.L.,Sevilla,079374,Callejón Emma Ferrándiz 9,ES,2941023647267,01,5179,S,+36940860629,,,,,MX,Eletroeletronico,,CONSTRUCCI,,,,,,,,,,P002,02
100,0000908771,ZIMP,佐々木水産合同会社 - Logistica,佐々木水産合同会社 - Logistica,,4VXR0LC,20160304,,,,,JP8006600733,,0010042228,4908,024GA9C9FEU,,,,,,,,2780677,65093,8,0003281514,,佐々木水産合同会社 - Logistica,Export,東大和市,041705,671 斎藤 Street,JP,2780677650938,02,6645,J,+89102130327,,,,,,,,佐々木水産合同会社,+59957114550,,,,,,,,,P003,01
200,0000908979,ZE01,Barnes Group - Logistica,Barnes Group - Logistica,,05XB5S,20120606,,,,,,,0010084500,8190,GB960912764584,,9O0DBMW0KS3AEHQVWT,,,,,,9372949,38734,1,0001301791,YKS,Barnes Group - Logistica,Metals PLC,East Wendy,RL1444FE,07 Watson Unions,GB,9372949387341,02,5440,E,+28211119320,,,,,DE,,,BARNESGROU,,,,,,,,,,P001,01
812,0000909009,ZLIF,Brito - EI - Componentes,Brito - EI - Componentes,,2BQG67R72Z5,20260112,,,56020419283396,,,,0010001501,6489,56020419283396  ,,,,,,,,5264793,38192,0,0005119027,SP,Brito - EI - Componentes,Maritime EIRELI,Silveira,24553460,"Ladeira de Azevedo, 3",BR,5264793381920,01,7323,P,+5536989251346,,,,,,,,BRITOEI,,,,Canal Digital,,,,,,P003,01
300,0000909107,ZIMP,Hendriks - Logistica,Hendriks - Logistica,,GQ0WZ,20240718,,,DE134093682,,,,0010040398,7237,DE845217358,,,,,,,,9679271,78474,1,0006258130,,Hendriks - Logistica,Logistics AG,Potsdam,98191,Urte-Bender-Weg 651,DE,9679271784741,01,3216,D,+49647824170,,,,,FR,,,HENDRIKS,+49346345453,,,,,,,,,P004,01
700,0000909382,ZE02,Pereira Peixoto e Filhos - Logistica,Pereira Peixoto e Filhos - Logistica,,CKW2B4SJGO,20260112,,,,,BR3287713396,0000539777,0010002922,7344,96284835453127  ,,,,,,,,6569710,98837,1,0003957483,PR,Pereira Peixoto e Filhos - Logistic,Logistics ME,Moraes,63131998,Sítio Fogaça,BR,6569710988371,02,4460,P,+5589921889533,+558926500967,,,,MX,Logistica Integrada,,PEREIRAPEI,,,,,382973,,,,X,P003,02
400,0000909395,ZSVC,Casa Grande da Conceição Ltda. - Componentes,Casa Grande da Conceição Ltda. - Componentes,,VK9U0M8E5,20220213,,,15691158965007,,,,0010042192,4140,15691158965007  ,,4RR4C7QQMJP4YC2J1H,,IPWI8UM1SK269DF9VGLUJLBCKT,,,,4951826,66893,0,0004487960,SC,Casa Grande da Conceição Ltda. - Co,Chemicals ME,Azevedo,15246316,"Estrada Lorenzo Lopes, 93",BR,4951826668930,02,1056,P,+5547998123407,,,,,DE,Eletroeletronico,,CASAGRANDE,,,,Distribuicao Nacional,330047,,,,,P004,02
400,0000909424,ZOTH,Simmons Ltd - Servicos Industriais,Simmons Ltd - Servicos Industriais,,HUPWC4QZL,20240606,,,,,CA3113130241,,0010045383,4633,3UXKFG1TWH,,,,,,,,3705699,44710,7,0007334966,QC,Simmons Ltd - Servicos Industriais,Distribution,South Christopher,015111,4487 Mclean Hill Apt. 865,CA,3705699447107,02,5335,E,+17197075287,,,,,FR,,,SIMMONSLTD,+19958036852,,,Manufatura Discreta,,,,,,P002,01
200,0000909520,ZE01,合同会社山口保険 - Servicos Industriais,合同会社山口保険 - Servicos Industriais,,8YB6GIBDE8QN,20250922,,,,,,0000925816,0010081188,7258,K2NL6V07SKFXF9,,,,,,,,1151084,46063,0,0007373345,XX,合同会社山口保険 - Servicos Industriais,Wholesale 有限会社,香取市,46088,657 木村 Street,JP,1151084460630,01,4865,J,+72628130127,,,,,,,,合同会社山口保険,,,,,,1,,,X,P004,01
510,0000909702,ZE01,"Miller, Stewart and Golden - Logistica","Miller, Stewart and Golden - Logistica",,S6MT05MV,20260312,,,,,US5071185678,,0010111299,2440,41-3719260,,,,,,,,8571592,11075,4,0002898471,TX,"Miller, Stewart and Golden - Logist",Shared Services,Navarrochester,71135,88926 Gregory Landing,US,8571592110754,01,8065,E,+13384738151,,,,,,Farmaceutico e Saude,,MILLERSTEW,,,,Exportacao,648527,,,,,P004,01
400,0000909819,ZOTH,Oliver and Sons - Materiais,Oliver and Sons - Materiais,,F2RKDQG16J6,20161230,,,,,,,0010082057,5984,GB231699082825,,,,,,,,5500880,96225,4,0008009702,,Oliver and Sons - Materiais,Import,East Callum,RI4560FE,Studio 19 Hazel Rest,GB,5500880962254,01,1434,E,+39882913589,,,,,US,,,OLIVERANDS,,,,,,,,,,P002,02
200,0000909897,ZE01,Stey - Logistica,Stey - Logistica,,SBO2GP,20141128,,,DE814435308,,DE0772906856,,0010041795,5889,DE614985765,73962811232,,,7GYX2JEWDR2JPPKRKLL1MAAB4V8FAT9AINDVK7OZM62B,,,,2202796,81457,5,0006489670,,Stey - Logistica,Trading SE,Augsburg,36454,Gunpfring 475,DE,2202796814575,02,9881,D,+49704507080,+49547799933,,,,,,,STEY,,,,,,1,,,,P003,01
510,0000910005,ZSVC,Smith and Sons - Servicos Industriais,Smith and Sons - Servicos Industriais,,WFPZL219,20220410,,,,,,0000976383,0010042078,6917,60-5267564,,,,,,,,0726933,02935,5,0001489742,MA,Smith and Sons - Servicos Industria,Trading Holdings,South Frankberg,37304,230 Harris Mountains Suite 337,US,0726933029355,02,0247,E,+16209109322,,,,,FR,Industria Metalurgica,,SMITHANDSO,,,,Distribuicao Nacional,145500,,,,,P003,02
510,0000910014,ZSVC,Nascimento - Servicos Industriais,Nascimento - Servicos Industriais,,JG009CRKM1C8,20240902,,,,,PT5347116141,,0010095067,3776,U2QARW9VQL013,,,,,,,,4367092,92822,4,0002920414,XX,Nascimento - Servicos Industriais,Systems S.A.,Marinha Grande,041679,"Praça de Gomes, 680",PT,4367092928224,01,,P,+27580152546,,,,,GB,,,NASCIMENTO,,,,,133865,,,,X,P001,02
700,0000910050,ZLIF,Harrison PLC - Servicos Industriais,Harrison PLC - Servicos Industriais,,BDTUNEJ3G,20230406,,,,,GB8940998842,,0010031780,7332,GB370324259530,,,,,,,,9107337,19481,7,0008723142,,Harrison PLC - Servicos Industriais,Distribution,South Graceside,EY1247JL,9 Henry Ramp,GB,9107337194817,02,7940,E,+42690731843,,,,,MX,,,HARRISONPL,,,,,,,,,,P004,01
300,0000910215,ZIMP,Carneiro e Filhos - Componentes,Carneiro e Filhos - Componentes,,P4UI18D4EVV,20151015,,,U19GBLK6RQ1,,PT9534031102,,0010025524,0219,I7WG0Z8JUY8V7,,,KRECVWLH716U64SLU4,,,,,7892499,96285,0,0003162411,XX,Carneiro e Filhos - Componentes,Packaging S.A.,Évora,031092,"R. Vicente, 9",PT,7892499962850,01,1919,P,+20471032451,,,,,FR,,,CARNEIROEF,+80263233530,,,,,,,,,P002,01
510,0000910226,ZLIF,Juliana Diez Almeida S.L. - Servicos Industriais,Juliana Diez Almeida S.L. - Servicos Industriais,,WATQTO1N,20161226,,,S7TGC1VTN54FNL6,,ES8224309973,,0010102595,0220,292MBTGO,47278459420,,,,,,,7989912,75645,4,0008887188,CAT,Juliana Diez Almeida S.L. - Servico,Industrial S.L.,Guipúzcoa,016158,Pasaje Emperatriz Reguera 6,ES,7989912756454,01,6187,S,+41183869841,,,,,DE,,,JULIANADIE,+33107451750,,,,,,,,,P003,01
200,0000910242,ZE01,Prévost et Fils - Logistica,Prévost et Fils - Logistica,,1N3MMXUGFTA3,20230209,,,,,FR6977687466,,0010064067,9337,33SOWO5HOWW,,,,,,,X,7533359,21757,6,0007056413,HDF,Prévost et Fils - Logistica,Electronics SA,Lemaire,28867,"6, boulevard Godard",FR,7533359217576,02,1625,F,+34513636590,+35971783659,,,,US,,,PRÉVOSTETF,,,,,,,,,,P004,01
510,0000910275,ZE02,Young-Sanchez - Materiais,Young-Sanchez - Materiais,,5U80M,20171018,,KOLT,,,,,0010062276,1573,ICPXMJ11N934CJ,07674462328,DK6U408AXOA1ZXU8CU,,,,,,5638592,59538,9,0001321436,AB,Young-Sanchez - Materiais,Electronics Corp.,Karenshire,14268,1526 Rodriguez Wall Suite 800,CA,5638592595389,02,8420,E,+18537781762,+18533965494,,,,FR,,,YOUNGSANCH,+16366409841,,,,,,,,,P001,02
510,0000910287,ZSVC,Fabre et Fils - Logistica,Fabre et Fils - Logistica,,V6E4AZ,20150925,,,GFCFNSC,,,,0010009970,2429,JLRWRWHU4Q43D,,,,,,,,1850121,75879,7,0001984388,OCC,Fabre et Fils - Logistica,Logistics SA,Saint Gabrielledan,75478,boulevard de Coulon,FR,1850121758797,01,5390,F,+55698634558,,,,,MX,,,FABREETFIL,+51602059136,,,Comercio B2C,,1,,,,P004,01
510,0000910358,ZIMP,Monteiro da Conceição e Filhos - Componentes,Monteiro da Conceição e Filhos - Componentes,,R7FXR4Y8,20240728,,,,,BR9442697346,,0010092022,1657,82112236262528  ,80082912530,,,,,,,1792802,36249,1,0000776357,BA,Monteiro da Conceição e Filhos - Co,Automotive ME,da Rocha Alegre,63238725,"Sítio Duarte, 89",BR,1792802362491,01,3679,P,+5515995593946,,,,,FR,,,MONTEIRODA,,,,Exportacao,244047,,,,,P003,02
510,0000910412,ZIMP,Hierro y Roma S.L.U. - Materiais,Hierro y Roma S.L.U. - Materiais,,IAGTWEA2JMP,20180106,,,U3KURLH512DV,,ES4680793327,,0010025077,4330,WVH6HNWHMJ,11374622549,,,,,,,0243875,87219,9,0005111340,CAT,Hierro y Roma S.L.U. - Materiais,Shared Services,Alicante,091603,Ronda de Quirino Salcedo 828,ES,0243875872199,02,5684,S,+67455415988,,,,,FR,,,HIERROYROM,+77600652307,,,,,1,,,X,P001,01
100,0000910415,ZE01,石川ガス有限会社 - Componentes,石川ガス有限会社 - Componentes,,KK7RIZYMCV,20121207,,,I9TTRIRXBSDUTO9BLAZ2,,JP5164118312,,0010083322,0567,DQKS0HCK,,,,,,,,6561831,89615,8,0001634624,XX,石川ガス有限会社 - Componentes,Operations,香取郡東庄町,40212,627 長谷川 Street,JP,6561831896158,02,4330,J,+33130187971,,,,,BR,,,石川ガス有限会社,,,,,,,,,,P004,
510,0000910581,ZE01,Moraes - Logistica,Moraes - Logistica,,XXKXG3FDP6A,20181228,,,81600830618622,,BR0461363350,,0010060468,8362,81600830618622  ,,,,,,,,3505918,04355,4,0000594170,GO,Moraes - Logistica,Electronics S.A.,Machado do Amparo,30006395,"Passarela Cirino, 88",BR,3505918043554,01,6827,P,+5563999781573,,,,,MX,,,MORAES,+556335463955,,,,,,,,,P001,01
812,0000910724,ZSVC,Stewart and Sons - Logistica,Stewart and Sons - Logistica,,W7AC5U,20240926,,,YQG1YKDABABUALYY68X,,,,0010061758,6730,GB167445491474,,,,,,,,1815932,08340,5,0006596060,YKS,Stewart and Sons - Logistica,Chemicals Ltd,Naylorfurt,JA5964SS,Flat 87 Reed Rapid,GB,1815932083405,01,9987,E,+40876823496,,,,,BR,,,STEWARTAND,+41266131215,,,,,,,,,P001,
510,0000910758,ZE01,Neal-King - Logistica,Neal-King - Logistica,,DBNOZIDY,20150102,,,U0PSB3HW21,,US4571016420,,0010094518,5417,33-9721278,,,,,,,,2351824,84370,4,0005116711,IL,Neal-King - Logistica,Export,Scottmouth,97838,574 Mary Courts Apt. 574,US,2351824843704,,7374,E,+18425522516,,,,,MX,,,NEALKING,,,,,257717,,,,,P003,02
300,0000910810,ZLIF,Teixeira e Filhos - Componentes,Teixeira e Filhos - Componentes,,U80PKZPTS2JK,20180106,,,45523030812612,,,,0010031030,4425,45523030812612  ,,,,,,,,1058631,52424,8,0002396290,BA,Teixeira e Filhos - Componentes,Packaging ME,Alves,92081152,Fazenda Enzo Gabriel Silva,BR,1058631524248,01,4916,P,+5574981696554,,,,,MX,,,TEIXEIRAEF,+557431340636,,,,,,,,,P004,02
200,0000910815,ZIMP,Parsons Ltd - Componentes,Parsons Ltd - Componentes,,83247,20170824,,,SD3ZA53GLV2XUT0,,US2194492626,,0010050928,3124,28-2135812,,,,,,,,1715354,13764,2,0003092236,MA,Parsons Ltd - Componentes,Operations,South Kevin,35694,6575 Jacqueline Plaza,US,1715354137642,01,2510,E,+13452608687,,,,,FR,,,PARSONSLTD,,,,,683827,,,,,P003,02
400,0000910886,ZOTH,Hnos Cruz S.A. - Logistica,Hnos Cruz S.A. - Logistica,X,NC6JP,20190122,,,1ZSX3B85ZSB5E5A,,,,0010069342,9065,4YJ2W2E3SV,04837147359,,,,,,,5167391,95376,2,0002041698,CAT,Hnos Cruz S.A. - Logistica,Shared Services,Vizcaya,94283,Cañada María Pilar Ayllón 65,ES,5167391953762,01,0244,S,+40248640081,,,,,MX,,,HNOSCRUZSA,,,,,,,,,,P002,01
400,0000911067,ZOTH,Harloff AG - Servicos Industriais,Harloff AG - Servicos Industriais,,ZTTGI,20170823,,,DE593171342,,DE1907429450,0000876441,0010119842,6876,DE595638558,,,,,,,,8890338,45916,5,0008154722,BE,Harloff AG - Servicos Industriais,Foods GmbH,Burglengenfeld,54143,Hans-Otto-Stolze-Platz 63-10,DE,8890338459165,02,9225,D,+49798712582,,,,,,,,HARLOFFAG,,,,,811387,,,,,P004,02
400,0000911117,ZSVC,Industrias YW S.C.P - Servicos Industriais,Industrias YW S.C.P - Servicos Industriais,,G13QFVAL,20190328,,,,,ES3524880698,,0010105626,8081,BZMZP574US3Y,,,,,,,,7623983,31076,7,0005988410,CAT,Industrias YW S.C.P - Servicos Indu,Wholesale S.L.,Murcia,053885,Alameda Nélida Castrillo 38,ES,7623983310767,01,6964,S,+35570374463,,,,,FR,,,INDUSTRIAS,+78729522943,,,,,,,,,P004,02
300,0000911148,ZSVC,"Wilkins, Scott and Brown - Materiais","Wilkins, Scott and Brown - Materiais",,BH01ZS4JY,20120130,,,,,GB6135379748,,0010093620,3501,GB606863489257,,,,,,,,9486334,21309,4,0001916577,MAN,"Wilkins, Scott and Brown - Materiai",Shared Services,Turnerport,SR7855SR,565 Johnson Fall,GB,9486334213094,01,4713,E,+36142330507,,,,,,,,WILKINSSCO,,,,Comercio B2B,,,,,,P004,01
700,0000911181,ZIMP,"Lara, Mejia and Spencer - Componentes","Lara, Mejia and Spencer - Componentes",,P1Q70MO7QCJ,20120505,,,7EHWM38N0S3,,,,0010065817,1456,52-9515382,59520165905,,,,,,,6748426,98695,4,0000205815,IL,"Lara, Mejia and Spencer - Component",Operations,North John,70012,027 Hart Rapids Suite 561,US,6748426986954,02,0821,E,+15967412479,,X,,,BR,Logistica Integrada,,LARAMEJIAA,+14908041439,,Jamie Anth,,,,,,,P002,01
812,0000911256,ZSVC,Banca Privada Trillo S.Com. - Logistica,Banca Privada Trillo S.Com. - Logistica,,J211FJH5,20120304,,,,,ES0833575608,,0010106770,7293,MZ60V265X,,,,,,,,5167939,24669,3,0002442590,AND,Banca Privada Trillo S.Com. - Logis,Logistics S.A.,León,091766,Alameda de Valentín Salcedo 78,ES,5167939246693,02,9455,S,+64289069145,,,,,GB,,,BANCAPRIVA,+36797677956,,,,,,,,,P003,02
200,0000911321,ZE02,Martin LLC - Servicos Industriais,Martin LLC - Servicos Industriais,,12TU2,20260116,,D96F,,,,,0010052482,2015,U32WF05XP3QW3YSL,,,,,,,,5027778,52167,8,0002857084,BC,Martin LLC - Servicos Industriais,Regional Hub,Archerburgh,66988,85848 Arroyo Islands Suite 684,CA,5027778521678,02,6435,E,+13703274556,,,,,GB,,,MARTINLLC,,,,,,,maiores expedita,,,P004,02
200,0000911386,ZE02,Raymond - Logistica,Raymond - Logistica,,7GJ909RA,20250415,,,,,FR4346820711,,0010035724,8192,YGMKN6GKAVV92EW9,,,,,,,,1430186,32257,1,0002067174,IDF,Raymond - Logistica,Packaging SARL,Toussaint-les-Bains,11971,"36, avenue de Maillot",FR,1430186322571,01,3619,F,+32133733892,,,,,MX,,,RAYMOND,,,,,,,,,,P004,02
700,0000911501,ZOTH,Börner KG - Componentes,Börner KG - Componentes,,SDD2KX9CN6,20120717,,BETO,DE189684581,,DE6687523258,,0010054311,4318,DE210534983,,,,,,,,5171935,37035,4,0005015389,BE,Börner KG - Componentes,Shared Services,Anklam,24734,Ringstraße 1/3,DE,5171935370354,01,7132,D,+49883565566,,,,,MX,,,BÖRNERKG,,,,,,,,,,P003,02
300,0000911565,ZOTH,Bailly - Componentes,Bailly - Componentes,X,U4FCNK4,20151228,,,YX2LC7FCHB,,,,0010108051,3272,NDSIGMZQ,,,,,,,,7230373,95671,5,0003664005,ARA,Bailly - Componentes,Foods SARL,Roger,76484,"29, chemin Maillet",FR,7230373956715,02,2947,F,+79673041425,,,,,FR,Industria de Embalagens,,BAILLY,,,,,674418,,,,,P003,01
812,0000911577,ZOTH,"Martinez, Moreno and Pratt - Logistica","Martinez, Moreno and Pratt - Logistica",,P8XZK,20200510,,,,,CA6459606592,,0010019919,2077,I2BC1E60NI,,,,,,,,7272585,65793,2,0001920181,AB,"Martinez, Moreno and Pratt - Logist",Distribution,South Jameschester,20133,3857 Andrew Brook Suite 670,CA,7272585657932,02,4709,E,+17819179912,,,,,US,,,MARTINEZMO,+19517889743,,,,,,temporibus cupiditate,,,P004,02
100,0000911578,ZLIF,"Mills, Williams and Ross - Servicos Industriais","Mills, Williams and Ross - Servicos Industriais",,H6TVVZYCLEA,20180408,,,CWU4GA0EMCDX10IF8,,,,0010057710,2848,44-2423005,,,,,,,,9692678,57732,8,0007835699,NY,"Mills, Williams and Ross - Servicos",Wholesale Inc.,Johnsonton,52150,371 Christina Summit Suite 601,US,9692678577328,02,9959,E,+18416763998,,,,,FR,,,MILLSWILLI,,,,Distribuicao Regional,,,,,,P002,02
700,0000911607,ZE02,Pimenta - Servicos Industriais,Pimenta - Servicos Industriais,,RZ75A2XNQWX,20130902,,,,,BR1491607834,0000707061,0010025683,6948,34925476521337  ,,,,,,,,6125478,60592,0,0006937497,MG,Pimenta - Servicos Industriais,Pharma LTDA,Caldeira do Oeste,28783318,"Rua Gabriela Martins, 17",BR,6125478605920,01,7631,P,+5537973657083,,,,,DE,Logistica Integrada,,PIMENTA,+553737175107,,,Distribuicao Nacional,,,,,,P003,02
400,0000911659,ZSVC,"Lamborghini, Benigni e Ferrara s.r. - Servicos Industriais","Lamborghini, Benigni e Ferrara s.r. - Servicos Industriais",,BU7VALGI26AT,20220218,X,,,,,0000661870,0010018623,8716,VNF45S4UOZI,,,,,,,,4656487,83939,0,0000821350,SIC,"Lamborghini, Benigni e Ferrara s.r.",Operations,Castelforte,041831,"Via Berlusconi, 37 Piano 2",IT,4656487839390,02,2466,I,+47338978805,,,,,,,,LAMBORGHIN,,,,,,1,,,,P002,01
300,0000911671,ZLIF,Holsten GmbH & Co. KG - Componentes,Holsten GmbH & Co. KG - Componentes,,CF9OS6Z,20151002,,7Y6N,DE545989773,,DE7810629832,,0010099647,6227,DE789526598,,,,,,,,9627032,69622,0,0003742725,BY,Holsten GmbH & Co. KG - Componentes,Tech KG,Wolfach,82759,Roseallee 55,DE,9627032696220,02,0096,D,+49322234346,,,,,,,,HOLSTENGMB,+49324962546,,,,,,,,,P001,02
812,0000911680,ZSVC,Corporacin Díaz-Salcedo - Materiais,Corporacin Díaz-Salcedo - Materiais,,DEPRCG,20180906,,,ARJP2DO164AIK35302F,X,,,0010006463,7172,IXLWUJNX7DA5,,,,,,X,,7321964,33080,3,0009811809,NL,Corporacin Díaz-Salcedo - Materiais,Export,San Olivia de la Montaña,072688,"Continuación Chipre 156 Edif. 673 ,",MX,7321964330803,01,7713,S,+76498777177,,,,,DE,,,CORPORACIN,+26963674619,,,Distribuicao Nacional,254601,,,,X,P003,02
812,0000911751,ZE02,"Jones, Jones and Murphy - Servicos Industriais","Jones, Jones and Murphy - Servicos Industriais",,1EXQ8,20170408,,,R9Q1G76W0RYA,,,,0010023628,3941,X1XAFJDSH2U,,,,,,,,2919330,41008,1,0005152825,,"Jones, Jones and Murphy - Servicos ",Systems Inc.,Floydfort,042272,86143 Brittany Causeway,CA,2919330410081,02,4062,E,+18332186199,+18337703868,,,,DE,,,JONESJONES,,,,,,1,,,,P004,02
600,0000911815,ZIMP,Compañía Izquierdo S.A. - Logistica,Compañía Izquierdo S.A. - Logistica,,FB35Z8CM2,20121219,,,OXNDFAB1VSP,,ES5791929337,,0010034427,3367,A773ML574SANK,,,,,QAFPJ4QLKTP08G3VCI1W,,,3428543,28796,6,0006791476,VAS,Compañía Izquierdo S.A. - Logistica,Import,Madrid,23900,Alameda Amando Amo 213 Piso 9,ES,3428543287966,01,5549,S,+70998604448,,,,,FR,,,COMPAÑÍAIZ,,,,Comercio B2B,,,,,,P003,01
600,0000912003,ZIMP,Sales - Servicos Industriais,Sales - Servicos Industriais,,A595PJ9,20120421,,,,,BR8765683507,,0010044600,6317,58062977396889  ,,,,,,,,3163854,21674,3,0007239274,RS,Sales - Servicos Industriais,Retail EIRELI,Pires,27989342,"Travessa de Monteiro, 20",BR,3163854216743,01,1328,P,+5592931914595,,,,,,Varejo Especializado,,SALES,,,,Distribuicao Nacional,,,,,,P004,01
600,0000912063,ZE01,Jones Group - Servicos Industriais,Jones Group - Servicos Industriais,,4D42MGMD375,20191006,,,TWM1NN2RZ87BXD55V,,US8871723053,,0010104377,7019,97-1824962,,WNTZH6VLS5WDPG0B26,,,,,,2325638,15927,7,0003162238,FL,Jones Group - Servicos Industriais,Procurement,Port Caitlinborough,53221,69433 Valencia Trace Suite 835,US,2325638159277,02,2809,E,+13298565157,,,,,US,,,JONESGROUP,,,Mr. Philli,,,,,,,P003,02
300,0000912169,ZLIF,Walter AG & Co. OHG - Logistica,Walter AG & Co. OHG - Logistica,,OBAE5O5F,20221110,,,DE540023000,,DE3384862165,0000386046,0010083818,4136,DE600821053,,,,B9ZG7KPC9PSHX3O6QPM6QYRB2DP29WN89GLDBOR95KV747E2SWV8UJSS,,,,1259584,80937,8,0008490663,,Walter AG & Co. OHG - Logistica,Procurement,Spremberg,40939,Elsa-Adler-Platz 368,DE,1259584809378,01,4315,D,+49745014682,,,,,DE,,,WALTERAGCO,+49571536424,,,,,,,,,P004,01
812,0000912189,ZOTH,Leão Carvalho e Filhos - Servicos Industriais,Leão Carvalho e Filhos - Servicos Industriais,,QWUE6DR,20181212,,,61762954116708,,BR8810518687,,0010105309,9109,61762954116708  ,,,,,,,,4502635,62057,7,0005783796,BA,Leão Carvalho e Filhos - Servicos I,Pharma ME,Mendes das Flores,38573870,"Núcleo Theo Fogaça, 72",BR,4502635620577,01,7209,P,+5524910458647,,,,,FR,,,LEÃOCARVAL,,,,,,,,,,P001,01
510,0000912195,ZOTH,Giannotti Group - Materiais,Giannotti Group - Materiais,,XBV51,20240814,,,B3Y4S5N4J60OSNG,,,,0010053524,2788,90CROTZMJK7FGB6,61252748239,,,,,,X,9158174,35720,2,0002241833,LMI,Giannotti Group - Materiais,Retail S.p.A.,Montenero Sabino,010216,"Stretto Salandra, 754 Appartamento ",IT,9158174357202,01,3014,I,+28947839204,,,,,FR,,,GIANNOTTIG,,,,,,,,,,P003,01
200,0000912201,ZOTH,Vilalta y Pareja S.Com. - Materiais,Vilalta y Pareja S.Com. - Materiais,,G5F2SINO,20140430,,,A590M6MOEQENQJF,,ES5618539297,,0010058701,6363,5MYPNEF7J9FGF,,,,,,,,9790334,72967,6,0003690461,AND,Vilalta y Pareja S.Com. - Materiais,Logistics S.L.,Toledo,73236,Pasaje Tamara Morera 84 Puerta 7,ES,9790334729676,01,3236,S,+79166761464,,,,,US,,,VILALTAYPA,,,,,,,,,,P002,01
400,0000912311,ZE01,Proyectos Cuellar-Rosales - Logistica,Proyectos Cuellar-Rosales - Logistica,,PZTZB,20210522,,,P99ZKSCPXD0IHI13K,,MX3241224284,,0010039377,0311,77NLPQH1H,,,,,,,,9422199,26670,1,0003166109,NL,Proyectos Cuellar-Rosales - Logisti,Packaging S. de R.L.,San Víctor los altos,07018,Boulevard Sur Gaytán 733 Edif. 511 ,MX,9422199266701,,6442,S,+27517143164,,,,,FR,,,PROYECTOSC,,,,,,,,,,P004,01
200,0000912325,ZOTH,Vasari-Fagiani Group - Logistica,Vasari-Fagiani Group - Logistica,,J5IWZR6K,20180125,,,JL3OUP,,,,0010000104,7985,4YHUZ9L6P,33876022680,,,40EG3R5O68K1RCEC1GL3EU4XCF7EK1YPDIIFZXAN,,,,8628153,44661,3,0005977768,LAZ,Vasari-Fagiani Group - Logistica,Maritime S.p.A.,Porcia,42123,"Strada Bandello, 36 Piano 9",IT,8628153446613,02,6939,I,+52108892457,,,,,,Logistica Integrada,,VASARIFAGI,,,,Servicos Industriais,,,,,,P003,02
510,0000912335,ZSVC,"Ferrazzi, Morosini e Bajamonti SPA - Servicos Industriais","Ferrazzi, Morosini e Bajamonti SPA - Servicos Industriais",,IN0Q5LVA,20120522,,ATSX,,,IT7893687429,,0010075274,0114,OM0612CWI,,,,,,,,6618705,22091,3,0004667106,SIC,"Ferrazzi, Morosini e Bajamonti SPA ",Export,Cintolese,045690,"Incrocio Lara, 29",IT,6618705220913,02,5036,I,+29581740237,,,,,US,,,FERRAZZIMO,,,,,470548,,,,,P003,02
300,0000912442,ZIMP,Ali PLC - Componentes,Ali PLC - Componentes,,SLZ12BZX8,20190104,,,,,GB3330678036,,0010035779,4604,GB861527030840,,,,,,,,2403289,36061,4,0001140344,MAN,Ali PLC - Componentes,Systems LLP,South David,LH0607LB,85 Richardson Circles,GB,2403289360614,02,7701,E,+42674809423,,,X,,GB,,,ALIPLC,,,,,,,,,,P004,02
