CompanyCode,Plant,Material,FiscalYear,FiscalPeriod,TipoMaterial,TipoMaterialText,PlantName,ContaContabil,ContaContabilText,ProfitCenter,CompanyCodeCurrency,BaseUnit,QtdBruta,ValorTotalCalculado,PrecoUnitarioBruto
DE10,P004,RM-045,2023,3,FERT,Produto Acabado,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-3000,GBP,KG,3083.578,4502578.92,1460.18
FR01,P001,MAT-1015,2025,2,HAWA,Mercadoria de Revenda,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-3000,EUR,TON,63.316,137442.83,2170.744
DE10,P001,RM-005,2023,1,HAWA,Mercadoria de Revenda,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-3000,USD,PC,4244.012,10749488.23,2532.86
US10,P003,MAT-1010,2024,7,ROH,Materia Prima,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-3000,GBP,PC,1834.071,3223190.87,1757.397
BR01,P004,MAT-1020,2023,9,ROH,Materia Prima,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-2000,USD,TON,4109.044,3241419.36,788.85
UK01,P004,HALB-2001,2023,7,ROH,Materia Prima,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-1000,GBP,KG,3869.475,7600260.28,1964.158
UK01,P001,RM-023,2024,7,ROH,Materia Prima,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-3000,BRL,TON,1782.231,4996372.33,2803.437
BR01,P004,MAT-1020,2023,9,ROH,Materia Prima,Centro Distribuicao US,130100,Conta de Estoque Materiais,PC-1000,EUR,TON,2926.154,8727447.43,2982.566
DE10,P002,MAT-1003,2023,11,HALB,Produto Semi-Acabado,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-3000,BRL,KG,2205.768,9845749.86,4463.638
DE10,P002,RM-005,2024,4,FERT,Produto Acabado,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-3000,BRL,PC,51.637,236346.11,4577.069
DE10,P001,MP-BETA,2025,12,HALB,Produto Semi-Acabado,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-2000,GBP,M,2784.605,2824107.41,1014.186
US10,P003,MAT-1010,2025,8,ROH,Materia Prima,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-1000,BRL,TON,692.297,2418518.11,3493.469
DE10,P004,MAT-1002,2024,11,HAWA,Mercadoria de Revenda,Centro Distribuicao US,510110,Consumo de Materia Prima,PC-1000,EUR,M,551.74,1909072.26,3460.094
DE10,P002,MP-BETA,2024,5,HALB,Produto Semi-Acabado,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-1000,GBP,L,4390.076,17835675.91,4062.726
DE10,P003,HALB-2002,2023,6,HAWA,Mercadoria de Revenda,Fabrica Berlim,130100,Conta de Estoque Materiais,PC-1000,EUR,PC,670.752,1714679.56,2556.354
US10,P002,FERT-3003,2025,6,ROH,Materia Prima,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-2000,USD,TON,287.457,1222142.98,4251.568
UK01,P001,MAT-1004,2025,9,HALB,Produto Semi-Acabado,Fabrica Matriz SP,510100,Custo de Mercadoria Vendida (CMV),PC-3000,USD,M,2643.783,1143996.63,432.712
FR01,P003,RM-045,2023,2,ROH,Materia Prima,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-2000,GBP,PC,4923.052,6105869.4,1240.261
FR01,P002,MAT-1001,2023,1,HALB,Produto Semi-Acabado,Filial RJ,130100,Conta de Estoque Materiais,PC-1000,GBP,PC,2981.601,3938408.69,1320.904
US10,P001,MAT-1020,2023,12,ROH,Materia Prima,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-3000,BRL,TON,3395.692,12845828.13,3782.978
FR01,P004,MAT-1001,2025,4,FERT,Produto Acabado,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-3000,BRL,M,176.419,874039.36,4954.338
US10,P001,FERT-3003,2023,5,ROH,Materia Prima,Fabrica Matriz SP,130100,Conta de Estoque Materiais,PC-1000,EUR,TON,2256.278,8907787.8,3948.001
FR01,P001,HALB-2002,2025,10,ROH,Materia Prima,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-2000,EUR,L,1506.98,2339590.97,1552.503
UK01,P004,RM-005,2025,6,HALB,Produto Semi-Acabado,Centro Distribuicao US,510100,Custo de Mercadoria Vendida (CMV),PC-3000,BRL,M,2763.805,5976023.54,2162.245
UK01,P002,RM-012,2024,7,HALB,Produto Semi-Acabado,Filial RJ,510100,Custo de Mercadoria Vendida (CMV),PC-3000,BRL,TON,3526.495,14782291.21,4191.78
US10,P001,FERT-3002,2024,12,HALB,Produto Semi-Acabado,Fabrica Matriz SP,510110,Consumo de Materia Prima,PC-1000,GBP,M,1044.018,2602083.32,2492.374
FR01,P003,MAT-1003,2025,5,HALB,Produto Semi-Acabado,Fabrica Berlim,510100,Custo de Mercadoria Vendida (CMV),PC-2000,USD,M,4081.969,14636177.42,3585.568
