Client,Product,ProductDescription,Language,ProductType,BaseUnit,PurchaseOrderQuantityUnit,PreferredUnitOfMeasure,ProductGroup,ProductHierarchy,Division,IndustrySector,ItemCategoryGroup,CountryOfOrigin,NetWeight,GrossWeight,WeightUnit,MaterialVolume,VolumeUnit,ValidityStartDate,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,AuthorizationGroup,CrossPlantStatus,Brand,ProductManufacturerNumber,WarehouseProductGroup,WarehouseStorageCondition,ProcurementRule,IsMarkedForDeletion,IsBatchManagementRequired,ProductIsConfigurable,QltyMgmtInProcmtIsActive,QualityInspectionGroup,SerialNumberProfile,SizeOrDimensionText
100,000000005013934740,Rolamento Reserva Tecnico 20D P001,PT,ERSA,G,KG,KG,ZSRV,006006006002006007,40,M,VERP,BR,152.538,190.246,KG,1.706,M3,20160225,MM_BATCH_01,20240629,MDG_USER12,20160815,M002,ZL,ZBRN,,,02,F,,,,,,,41mm
200,000000005013934877,Caixa de Papel Reforcado 15C P002,EN,FERT,EA,EA,EA,Z001,002001002008007007,10,O,LUMF,US,89.342,,,1.262,L,20191009,MDG_USER08,20210302,MM_BATCH_03,20190915,M002,ZL,0001,,,Z1,,,,,X,ZM01,,377mm
300,000000005013935014,Placa Tecnica Baixa Densidade 29A P003,DE,HALB,CS,EA,CS,Z002,003004008002006008,10,C,VERP,DE,167.455,174.893,LB,,,20171128,CB9980520010,20140226,CB9980520020,20141104,ZMM1,,,MFR-839990,,Z1,,,,,,QP01,,15mm
400,000000005013935151,Borracha Nitrilica Farmaceutico 56C P004,FR,ROH,M,EA,EA,Z010,001009009005008007,10,O,BANS,FR,351.201,375.321,KG,2.295,CDM,20200324,CB9980520010,20221021,CB9980520020,20251001,ZMM1,ZL,,MFR-850953,,04,,,,,X,QP01,,
510,000000005013935288,Valvula de Metal Standard 37C P001,EN,HAWA,M2,EA,EA,Z020,001005006002004006,40,A,LEER,GB,291.721,332.354,LB,2.133,L,20150325,MDG_USER08,20161029,CB9980520020,20181109,M001,,,MFR-472647,WA02,04,,,,,X,QP01,,
600,000000005013935425,Pano de Limpeza Alimenticio 50A P002,PT,NLAG,G,EA,G,Z030,009003003003006007,40,M,LEER,BR,43.973,53.947,KG,2.281,M3,20210515,MDG_USER08,20191005,MM_BATCH_03,20201206,M002,,0001,,,Z1,F,,,,,ZM01,,
700,000000005013935562,Servico de Embalagem Farmaceutico 36B P0,EN,DIEN,EA,EA,EA,ZMAT,006002004003003001,10,M,LEER,US,244.594,282.462,KG,,,20220711,MM_BATCH_01,20180508,MDG_USER12,20160806,M002,02,,,WHSE,,X,,,,,,,
812,000000005013935699,Kit de Vedacao Automotivo 86C P004,DE,ERSA,M,KG,M,ZSRV,004008003009003006,40,C,LUMF,DE,407.081,,,1.305,CDM,20250728,CB9980520010,20200621,MDG_USER12,20170410,,01,,,WA01,,,,,,X,ZM01,,
100,000000005013935836,Embalagem Plastica Tecnico 74C P001,FR,FERT,PC,PC,PC,Z001,004004009002006001,20,P,LUMF,FR,352.413,,,,,20151013,CB9980520010,20180630,CB9980520020,20190909,,,,,,04,X,,,,,,,
200,000000005013935973,Bloco de Cobre Tecnico 80D P002,EN,HALB,EA,EA,EA,Z002,004009004006001002,40,O,NORM,GB,310.610,,,0.914,CDM,20190929,MDG_USER08,20230227,MM_BATCH_03,20191111,M002,,,,,,,,,,,ZM01,,43mm
300,000000005013936110,Polietileno Leve 99A P003,PT,ROH,L,L,L,Z010,003005004009001009,20,A,LUMF,BR,65.924,72.894,KG,0.809,L,20140117,MM_BATCH_01,20260430,MM_BATCH_03,20201223,M001,,,,,Z1,X,,,,,QP01,,
400,000000005013936247,Adesivo Industrial Automotivo 03D P004,EN,HAWA,M,M,M,Z020,005008001004009004,00,M,VERP,US,281.942,,,,,20230102,CB9980520010,20180915,MM_BATCH_03,20140129,,02,ZBRN,,WA02,Z1,,,,,,ZM01,,
510,000000005013936384,Caixa Arquivo Flexivel 14C P001,DE,NLAG,L,L,L,Z030,002008004006008003,40,L,VERP,DE,74.016,79.451,KG,,,20170914,MM_BATCH_01,20140215,CB9980520020,20161015,,,ZBRN,,,,,,,,X,ZM01,,259mm
600,000000005013936521,Servico de Embalagem Premium 37D P002,FR,DIEN,EA,EA,EA,ZMAT,007009009006007007,40,A,LEER,FR,108.373,,,,,20260118,CB9980520010,20140817,MDG_USER12,20200323,M001,,,,,04,,,,,,,,311mm
700,000000005013936658,Rolamento Reserva Farmaceutico 47A P003,EN,ERSA,M2,M2,M2,ZSRV,007008003009004007,10,L,VERP,GB,205.388,,,0.345,M3,20181216,MM_BATCH_01,20220522,MDG_USER12,20180816,M001,02,,,,04,,,,,,,,
812,000000005013936795,Conector de Cobre Farmaceutico 30B P004,PT,FERT,PC,EA,PC,Z001,001007008004004001,20,A,VERP,BR,386.128,395.933,G,1.376,M3,20161118,MM_BATCH_01,20240803,MM_BATCH_03,20170326,,02,PLBL,,,,F,,,,,,,
100,000000005013936932,Painel Laminado Alta Densidade 21D P001,EN,HALB,PAL,PAL,PAL,Z002,007002009008001002,40,O,VERP,US,137.903,158.543,LB,,,20240417,CB9980520010,20160324,CB9980520020,20170926,M002,01,ORGL,MFR-582547,WA01,Z1,F,X,,,,ZM01,,
200,000000005013937069,Granulado PVC Automotivo 33B P002,DE,ROH,EA,EA,EA,Z010,008005005003005007,10,C,LEER,DE,216.600,251.586,KG,,,20210310,MM_BATCH_01,20240825,MDG_USER12,20151012,,,ORGL,MFR-991816,WA01,04,,,,,,,,
300,000000005013937206,Fita Tecnica Baixa Densidade 56B P003,FR,HAWA,KG,KG,KG,Z020,001005008002002001,20,A,BANS,FR,131.814,134.413,KG,1.128,L,20210904,MDG_USER08,20220419,CB9980520020,20220326,M002,,ORGL,,,Z1,,,,,,,,
400,000000005013937343,Caixa Arquivo Leve 50C P004,EN,NLAG,M2,M2,M2,Z030,004005003003004008,00,L,NORM,GB,160.407,182.424,LB,,,20241115,MM_BATCH_01,20151021,MM_BATCH_03,20240614,,02,,,WHSE,Z1,X,,,,,,,
510,000000005013937480,Servico de Inspecao Premium 34A P001,PT,DIEN,EA,EA,EA,ZMAT,002006005008006008,40,C,VERP,BR,148.257,,,1.374,CDM,20171026,MM_BATCH_01,20160317,CB9980520020,20190819,,ZL,,,WA01,Z1,,,,,,,,
600,000000005013937617,Peca de Reposicao Farmaceutico 38B P002,EN,ERSA,M2,KG,M2,ZSRV,005009001008007008,40,A,LEER,US,304.400,344.268,KG,1.652,L,20240317,CB9980520010,20160707,CB9980520020,20260122,ZMM1,02,ZBRN,MFR-423328,,,,,,,,QP01,,329mm
700,000000005013937754,Kit de Montagem Industrial 34D P003,DE,FERT,EA,EA,EA,Z001,001003004003005008,40,L,LUMF,DE,170.325,210.727,KG,,,20151020,CB9980520010,20150629,CB9980520020,20160206,M001,01,ZBRN,,WA01,04,,,,,,,,
812,000000005013937891,Bobina de Papel Flexivel 05A P004,FR,HALB,CS,EA,CS,Z002,005001008003007001,10,O,BANS,FR,414.043,444.926,LB,,,20171028,MM_BATCH_01,20191009,CB9980520020,20240810,M001,01,,,,Z1,,,X,,,,,
100,000000005013938028,Aco Inox Premium 86B P001,EN,ROH,M2,KG,M2,Z010,006002005005009008,40,A,BANS,GB,178.478,215.615,KG,1.881,L,20190603,MM_BATCH_01,20240924,MM_BATCH_03,20201107,M002,,,,,02,,,,,X,ZM01,,
200,000000005013938165,Parafuso Galvanizado Alimenticio 05C P00,PT,HAWA,L,L,L,Z020,005003004001001009,30,O,NORM,BR,224.606,233.125,KG,,,20230117,MDG_USER08,20151111,MDG_USER12,20190330,M001,,PLBL,MFR-935995,,Z1,,,,,,ZM01,,
300,000000005013938302,Material de Escritorio Tecnico 66A P003,EN,NLAG,M,KG,KG,Z030,001002008006007002,00,L,BANS,US,393.596,,,0.407,L,20240803,MDG_USER08,20210602,MM_BATCH_03,20160420,M002,02,,,,04,X,,,,,QP01,,
400,000000005013938439,Servico de Transporte Reforcado 92A P004,DE,DIEN,EA,EA,EA,ZMAT,003009008002007002,00,C,BANS,DE,188.757,195.406,G,2.433,L,20151103,MM_BATCH_01,20201229,MDG_USER12,20231215,,02,,MFR-833242,,,F,,,,,,,
510,000000005013938576,Sensor Reserva Automotivo 58B P001,FR,ERSA,L,L,L,ZSRV,006008008002008005,00,P,NORM,FR,6.895,7.581,KG,2.305,CDM,20251113,MDG_USER08,20250610,MM_BATCH_03,20161104,ZMM1,ZL,ZBRN,,,04,,,,,,,,
600,000000005013938713,Garrafa PET Alta Densidade 48D P002,EN,FERT,CS,CS,CS,Z001,006007009001002004,20,O,BANS,GB,380.667,406.043,LB,,,20180316,MM_BATCH_01,20240515,MDG_USER12,20170307,M001,02,,,WA01,04,F,,,,,,,
700,000000005013938850,Bloco de Cobre Baixa Densidade 70D P003,PT,HALB,PC,EA,EA,Z002,003004006002007009,30,O,LUMF,BR,114.443,140.066,KG,2.371,L,20250729,MM_BATCH_01,20150918,CB9980520020,20180825,,01,,MFR-994721,WHSE,04,F,,,,X,,,
812,000000005013938987,Polietileno Alta Densidade 65B P004,EN,ROH,M,EA,M,Z010,003001007007007003,10,L,NORM,US,336.021,405.290,KG,0.188,L,20260316,MM_BATCH_01,20210127,MDG_USER12,20231207,M002,02,ZBRN,MFR-662380,,02,X,,,,,ZM01,,
100,000000005013939124,Conector Universal Industrial 37D P001,DE,HAWA,M2,KG,KG,Z020,004004005004008007,10,M,BANS,DE,193.757,222.218,G,,,20190516,MM_BATCH_01,20150916,MM_BATCH_03,20150925,M002,,,,WA02,02,,,,,X,ZM01,,
200,000000005013939261,Caixa Arquivo Flexivel 68A P002,FR,NLAG,G,G,G,Z030,006009004006008001,00,A,LEER,FR,375.746,432.873,KG,,,20260421,CB9980520010,20260309,MM_BATCH_03,20220807,M001,,,,WHSE,,,,,,,,,
300,000000005013939398,Servico de Transporte Farmaceutico 49A P,EN,DIEN,EA,EA,EA,ZMAT,005003006001009008,40,A,NORM,GB,28.946,34.448,LB,2.381,L,20171023,CB9980520010,20190129,CB9980520020,20160304,ZMM1,02,PLBL,,WA02,Z1,F,,,,X,ZM01,,
400,000000005013939535,Engrenagem Reserva Flexivel 51B P004,PT,ERSA,G,KG,G,ZSRV,009008001007005004,20,A,LUMF,BR,71.206,88.213,KG,2.043,L,20141004,CB9980520010,20151024,CB9980520020,20200819,,ZL,,MFR-702439,,Z1,,,,,,QP01,,
510,000000005013939672,Caderno Corporativo Leve 38A P001,EN,FERT,PAL,EA,PAL,Z001,002006005006001002,20,O,LUMF,US,402.524,408.650,LB,1.082,CDM,20200630,CB9980520010,20230115,CB9980520020,20190916,M002,02,ZBX1,,WA02,02,,,,,,,,
600,000000005013939809,Composto Quimico Industrial 36B P002,DE,HALB,CS,CS,CS,Z002,002002005006009009,10,M,VERP,DE,64.247,,,1.102,CDM,20170120,MDG_USER08,20141030,CB9980520020,20160412,ZMM1,,0001,,WA02,02,,,,X,,,,
700,000000005013939946,Vidro Temperado Standard 26A P003,FR,ROH,EA,KG,EA,Z010,003006004006009006,00,M,VERP,FR,271.157,,,0.399,L,20181008,CB9980520010,20141220,MDG_USER12,20230625,ZMM1,02,,MFR-780726,,,,,,,,ZM01,,
812,000000005013940083,Rolamento Reforcado 08B P004,EN,HAWA,M2,KG,M2,Z020,004009007006007003,30,L,BANS,GB,64.806,77.216,LB,2.178,CDM,20180427,MDG_USER08,20150713,MM_BATCH_03,20200616,ZMM1,,,,WA01,02,,,,,,QP01,,
100,000000005013940220,Papel Sulfite Industrial 85B P001,PT,NLAG,L,EA,L,Z030,006004005001002009,10,M,LUMF,BR,120.970,144.109,KG,0.332,M3,20210719,MM_BATCH_01,20211101,MM_BATCH_03,20230118,,,,,,04,,,,,,QP01,,
200,000000005013940357,Servico de Montagem Tecnico 75C P002,EN,DIEN,EA,EA,EA,ZMAT,008001002005003006,30,L,NORM,US,69.564,70.310,LB,,,20201218,MDG_USER08,20200602,CB9980520020,20250217,ZMM1,ZL,,MFR-439242,,04,,,,,X,QP01,,
300,000000005013940494,Rolamento Reserva Flexivel 56B P003,DE,ERSA,EA,EA,EA,ZSRV,002005003009004009,40,L,NORM,DE,301.584,308.213,KG,1.651,M3,20230305,MM_BATCH_01,20220809,CB9980520020,20191107,M002,02,,MFR-577364,WHSE,04,,,,,,,,
400,000000005013940631,Bandeja de Aluminio Baixa Densidade 29B ,FR,FERT,PAL,PAL,PAL,Z001,005002004002008006,00,C,NORM,FR,245.955,251.004,KG,0.183,M3,20171230,CB9980520010,20221106,MM_BATCH_03,20150409,ZMM1,,,MFR-433632,WA01,02,,,,,,QP01,,
510,000000005013940768,Placa Tecnica Baixa Densidade 14D P001,EN,HALB,PAL,EA,PAL,Z002,007005002003008006,20,A,NORM,GB,101.981,117.441,LB,0.677,L,20251119,MM_BATCH_01,20140728,CB9980520020,20160105,M002,,,,,Z1,,,,,,ZM01,,
600,000000005013940905,Borracha Nitrilica Alta Densidade 43D P0,PT,ROH,G,EA,G,Z010,007005008003005004,30,M,NORM,BR,128.162,149.392,KG,1.390,L,20140807,CB9980520010,20150603,CB9980520020,20141117,M002,,,MFR-404470,WA01,Z1,,,,,,ZM01,,
700,000000005013941042,Conector Universal Automotivo 62C P003,EN,HAWA,KG,KG,KG,Z020,003004001009001006,40,C,LEER,US,314.566,329.546,KG,,,20230322,CB9980520010,20250714,MM_BATCH_03,20220307,ZMM1,02,,,,,F,,,,X,,,
812,000000005013941179,Insumo de Apoio Alta Densidade 31D P004,DE,NLAG,L,KG,L,Z030,008008003002008005,20,M,LEER,DE,81.904,91.171,KG,,,20151109,CB9980520010,20170105,MDG_USER12,20140419,M001,02,0001,,,Z1,X,,,,,ZM01,,291mm
100,000000005013941316,Servico de Embalagem Industrial 19B P001,FR,DIEN,EA,EA,EA,ZMAT,004007008004006009,00,P,LEER,FR,266.151,294.280,G,,,20221025,MM_BATCH_01,20200618,CB9980520020,20240822,,01,,,,02,F,,,,,,,
200,000000005013941453,Chave de Manutencao Farmaceutico 82D P00,EN,ERSA,EA,KG,KG,ZSRV,002005004008009008,30,P,BANS,GB,165.827,194.176,KG,,,20200523,MDG_USER08,20240313,MDG_USER12,20190629,ZMM1,01,,MFR-122858,,Z1,X,,,,,QP01,,
300,000000005013941590,Caixa de Papel Farmaceutico 23D P003,PT,FERT,EA,CS,EA,Z001,005004007007001007,20,L,LEER,BR,184.229,,,2.255,L,20160720,MDG_USER08,20210826,MDG_USER12,20220521,M002,01,,,,04,,,X,,,QP01,,
400,000000005013941727,Bloco de Cobre Premium 12C P004,EN,HALB,CS,CS,CS,Z002,007009007008007004,00,C,NORM,US,246.519,250.175,G,,,20140323,MDG_USER08,20170808,CB9980520020,20230928,,01,,MFR-138680,WA01,,,,X,,,,,
510,000000005013941864,Papel Kraft Farmaceutico 44B P001,DE,ROH,KG,KG,KG,Z010,001009002003007002,00,C,BANS,DE,215.351,220.303,KG,,,20160314,MM_BATCH_01,20240709,CB9980520020,20210925,M002,02,,MFR-757200,,02,,,,X,,QP01,,
600,000000005013942001,Parafuso Galvanizado Baixa Densidade 71D,FR,HAWA,G,G,G,Z020,003009001002004004,30,A,LUMF,FR,224.196,276.891,KG,,,20171030,MM_BATCH_01,20241219,MM_BATCH_03,20210526,ZMM1,ZL,,,WA02,Z1,,,X,,,,,
700,000000005013942138,Pano de Limpeza Alimenticio 42C P003,EN,NLAG,M,KG,KG,Z030,009009004008003005,20,M,VERP,GB,145.234,,,,,20190511,MDG_USER08,20140201,CB9980520020,20230213,,02,,MFR-491621,,,F,,,,,,,
812,000000005013942275,Servico de Corte Automotivo 13C P004,PT,DIEN,EA,EA,EA,ZMAT,003004002002007006,10,M,NORM,BR,124.471,142.027,KG,1.025,M3,20230525,MDG_USER08,20180127,MM_BATCH_03,20190312,M001,,,MFR-884364,WA01,04,,,,,X,,,
100,000000005013942412,Sensor Reserva Premium 30A P001,EN,ERSA,EA,KG,KG,ZSRV,004002009004006007,30,A,LEER,US,45.563,,,1.686,M3,20250405,CB9980520010,20150913,MM_BATCH_03,20170730,,,,,,02,X,,,,X,ZM01,,
200,000000005013942549,Modulo Industrial Premium 73D P002,DE,FERT,EA,EA,EA,Z001,005004005009009004,20,L,VERP,DE,202.299,,,,,20190429,MM_BATCH_01,20240828,CB9980520020,20240416,ZMM1,ZL,,MFR-683225,,04,F,,X,,X,,,
300,000000005013942686,Bloco de Cobre Industrial 69B P003,FR,HALB,PAL,EA,PAL,Z002,002003007003009004,20,C,BANS,FR,205.454,206.032,KG,1.733,CDM,20150626,CB9980520010,20171106,CB9980520020,20140521,ZMM1,,,,,Z1,X,,,,,,,344mm
400,000000005013942823,Vidro Temperado Leve 02A P004,EN,ROH,L,L,L,Z010,002006009002006004,40,A,NORM,GB,208.473,216.779,KG,2.269,CDM,20151201,MDG_USER08,20140529,CB9980520020,20140116,M001,02,ZBRN,,,,,,,,,,,
510,000000005013942960,Rolamento Industrial 88D P001,PT,HAWA,KG,KG,KG,Z020,009005001008007007,00,L,VERP,BR,7.067,8.111,KG,,,20250719,MDG_USER08,20260220,MM_BATCH_03,20161127,,ZL,,,,,,,,,,,,120mm
600,000000005013943097,Pano de Limpeza Industrial 26B P002,EN,NLAG,L,EA,EA,Z030,008007008008007008,40,O,VERP,US,417.759,446.276,KG,,,20170120,MDG_USER08,20240315,MM_BATCH_03,20140728,,01,,,,,,,,,,,,
700,000000005013943234,Servico de Pintura Reforcado 84B P003,DE,DIEN,EA,EA,EA,ZMAT,003002002007003005,10,P,LUMF,DE,250.073,261.961,KG,,,20201121,MM_BATCH_01,20241123,MDG_USER12,20141027,ZMM1,,,,,02,X,,,X,,,,
812,000000005013943371,Engrenagem Reserva Industrial 65C P004,FR,ERSA,G,KG,KG,ZSRV,008005002009003002,40,P,VERP,FR,175.619,196.317,KG,1.825,L,20230928,MM_BATCH_01,20171017,MM_BATCH_03,20251002,,,ZBRN,,WA02,Z1,,,,,,ZM01,,
100,000000005013943508,Conector de Cobre Standard 05C P001,EN,FERT,EA,CS,EA,Z001,008008005007005008,30,C,LUMF,GB,200.004,200.446,KG,1.260,L,20210323,MM_BATCH_01,20240722,MDG_USER12,20230507,M002,ZL,,,,,,,,,,QP01,,220mm
200,000000005013943645,Perfil Metalico Baixa Densidade 06D P002,PT,HALB,CS,CS,CS,Z002,005004004004004004,20,O,NORM,BR,110.525,,,0.302,M3,20201210,CB9980520010,20160719,MM_BATCH_03,20140401,,,ORGL,MFR-660572,,02,,,X,,,,,
300,000000005013943782,Aluminio Standard 18C P003,EN,ROH,EA,EA,EA,Z010,001005004006009001,40,A,VERP,US,87.099,96.876,KG,0.551,CDM,20260208,CB9980520010,20211208,MDG_USER12,20200324,M001,,,,,04,,,,,,QP01,,
400,000000005013943919,Filtro de Ar Industrial 83C P004,DE,HAWA,L,KG,L,Z020,008009001006009002,20,C,NORM,DE,379.602,392.731,KG,1.355,CDM,20250826,CB9980520010,20161215,MDG_USER12,20241120,,01,,,,Z1,,,X,,X,QP01,SERI,
510,000000005013944056,Caixa Arquivo Farmaceutico 61D P001,FR,NLAG,M2,KG,KG,Z030,004009009007008002,30,O,LUMF,FR,242.751,,,,,20191122,MDG_USER08,20191121,MDG_USER12,20160402,,,,,,02,F,,,,,QP01,,
600,000000005013944193,Servico de Montagem Reforcado 75C P002,EN,DIEN,EA,EA,EA,ZMAT,009009001001002006,20,M,LEER,GB,39.690,41.284,LB,,,20220326,MDG_USER08,20180521,CB9980520020,20240313,ZMM1,,,,,Z1,,,,,,,,
700,000000005013944330,Kit de Vedacao Baixa Densidade 04B P003,PT,ERSA,L,KG,L,ZSRV,002004007003004009,20,L,NORM,BR,138.082,146.523,KG,,,20140927,CB9980520010,20171021,MDG_USER12,20190809,,,PLBL,MFR-619364,WA01,04,F,,,,,QP01,,
812,000000005013944467,Kit de Montagem Premium 65D P004,EN,FERT,PAL,CS,CS,Z001,007009008005008006,40,L,VERP,US,30.675,31.195,KG,2.280,M3,20211006,MDG_USER08,20150611,CB9980520020,20210216,M001,,,,WA02,04,,,,,,,,
100,000000005013944604,Perfil Metalico Industrial 11A P001,DE,HALB,EA,EA,EA,Z002,005005003002004006,30,O,NORM,DE,385.593,,,,,20151026,CB9980520010,20230328,MDG_USER12,20160217,,,,,,Z1,,,,,,QP01,,
200,000000005013944741,Papel Kraft Automotivo 44D P002,FR,ROH,M2,M2,M2,Z010,008003007003005006,20,L,VERP,FR,60.305,72.763,KG,0.886,CDM,20150811,MM_BATCH_01,20181022,CB9980520020,20200710,M002,02,,,,02,,,,,,ZM01,,
300,000000005013944878,Filtro de Ar Farmaceutico 94B P003,EN,HAWA,KG,EA,EA,Z020,005001009007001002,00,L,VERP,GB,82.990,100.187,KG,,,20220102,MM_BATCH_01,20250202,CB9980520020,20250221,M001,ZL,,,,,X,,,,,,,
400,000000005013945015,Papel Sulfite Industrial 93B P004,PT,NLAG,G,EA,EA,Z030,008002008006008006,00,L,NORM,BR,147.599,168.098,KG,0.502,CDM,20190527,CB9980520010,20181126,CB9980520020,20180503,,,,,,,F,,,,,,,
510,000000005013945152,Servico de Corte Alta Densidade 24A P001,EN,DIEN,EA,EA,EA,ZMAT,005001009001008006,40,L,VERP,US,253.444,281.629,LB,2.383,L,20210105,MM_BATCH_01,20171109,CB9980520020,20190129,M001,,ZBRN,,,,X,,,,,,,
600,000000005013945289,Rolamento Reserva Alimenticio 08B P002,DE,ERSA,M2,M2,M2,ZSRV,005007002006005005,10,L,NORM,DE,408.990,464.399,KG,0.575,M3,20150306,MM_BATCH_01,20240624,MM_BATCH_03,20200210,M002,02,,,WA01,,X,,,,,,,
700,000000005013945426,Kit de Montagem Automotivo 98C P003,FR,FERT,CS,CS,CS,Z001,002009004004006009,30,O,LUMF,FR,138.358,158.912,LB,1.516,CDM,20170228,MM_BATCH_01,20140113,MM_BATCH_03,20160813,M002,ZL,ORGL,,WA02,04,,,,,X,ZM01,,
812,000000005013945563,Composto Quimico Tecnico 82D P004,EN,HALB,PAL,EA,EA,Z002,005003007005001005,40,O,NORM,GB,75.052,83.080,G,1.499,M3,20250204,MDG_USER08,20191211,MDG_USER12,20160710,M002,,0001,,,02,X,,,X,,,,
100,000000005013945700,Polietileno Tecnico 32B P001,PT,ROH,M,M,M,Z010,006006007008001007,10,A,VERP,BR,304.171,376.003,LB,2.077,L,20170224,CB9980520010,20140505,MM_BATCH_03,20150203,ZMM1,,,,WHSE,Z1,X,,,,,,,
200,000000005013945837,Adesivo Industrial Leve 72D P002,EN,HAWA,KG,EA,KG,Z020,004004003008007006,00,M,LUMF,US,364.190,415.904,KG,1.000,CDM,20180417,MM_BATCH_01,20220919,MDG_USER12,20141231,ZMM1,01,,MFR-280666,,Z1,X,,,,,,,
300,000000005013945974,Caixa Arquivo Standard 49D P003,DE,NLAG,G,EA,EA,Z030,005006001009008003,20,O,VERP,DE,210.601,241.954,KG,1.250,L,20220806,CB9980520010,20140814,MDG_USER12,20150208,M002,,,MFR-419251,,,F,,,,X,QP01,,
400,000000005013946111,Servico de Corte Reforcado 38A P004,FR,DIEN,EA,EA,EA,ZMAT,003002001009002002,10,A,BANS,FR,355.658,,,2.228,M3,20230514,MM_BATCH_01,20151006,MM_BATCH_03,20221008,ZMM1,02,ORGL,MFR-271296,,02,F,,,,,,,
510,000000005013946248,Peca de Reposicao Alimenticio 58D P001,EN,ERSA,M2,KG,M2,ZSRV,002009007005006002,30,C,BANS,GB,141.110,149.327,G,0.435,M3,20150417,CB9980520010,20191119,CB9980520020,20160909,M002,01,PLBL,,,Z1,,,,X,,ZM01,,
600,000000005013946385,Caixa de Papel Automotivo 15A P002,PT,FERT,PAL,EA,EA,Z001,006003001008001008,00,C,LUMF,BR,89.627,,,1.408,L,20220801,MM_BATCH_01,20210703,CB9980520020,20190101,ZMM1,ZL,0001,,WA01,02,F,,X,,,QP01,,
700,000000005013946522,Tubo de Aluminio Flexivel 38A P003,EN,HALB,EA,EA,EA,Z002,003006004007008001,00,C,VERP,US,358.198,447.058,KG,0.458,CDM,20201004,CB9980520010,20251022,MDG_USER12,20250820,M001,02,,,,Z1,,,,,,,,
812,000000005013946659,Tecido Tecnico Automotivo 70A P004,DE,ROH,KG,KG,KG,Z010,006007005002001008,30,O,BANS,DE,292.770,322.223,KG,0.354,M3,20230727,MDG_USER08,20210814,CB9980520020,20191214,ZMM1,,,,,,F,,,,X,,,
100,000000005013946796,Papel Cartao Baixa Densidade 63B P001,FR,HAWA,M,M,M,Z020,008007006008009007,40,L,VERP,FR,270.284,289.853,KG,,,20210513,MDG_USER08,20181120,MM_BATCH_03,20200926,,ZL,PLBL,,WA01,04,X,,,,,,,
200,000000005013946933,Material de Escritorio Farmaceutico 55C ,EN,NLAG,KG,KG,KG,Z030,001005008005002008,00,C,LEER,GB,146.023,150.146,KG,2.334,L,20251009,MM_BATCH_01,20210105,MDG_USER12,20150828,M001,ZL,,,,Z1,,,,,,,,
300,000000005013947070,Servico de Montagem Alimenticio 26A P003,PT,DIEN,EA,EA,EA,ZMAT,007009006003002005,40,A,BANS,BR,289.633,,,1.251,CDM,20160726,MM_BATCH_01,20151130,MM_BATCH_03,20240407,M001,02,,MFR-143895,,,,,,,,,,
400,000000005013947207,Kit de Vedacao Tecnico 05C P004,EN,ERSA,M2,KG,KG,ZSRV,006003007005006004,10,O,LEER,US,291.523,319.970,G,0.524,CDM,20200506,MDG_USER08,20150114,CB9980520020,20180317,M002,02,,,,02,F,,,,,,,
510,000000005013947344,Painel Metalico Farmaceutico 55A P001,DE,FERT,EA,EA,EA,Z001,005009002007005006,20,A,NORM,DE,318.283,325.031,G,,,20220226,MDG_USER08,20200309,CB9980520020,20260223,,ZL,,,,02,,,,,,ZM01,,211mm
600,000000005013947481,Chapa de Aco Premium 65B P002,FR,HALB,CS,EA,CS,Z002,002006001006004009,00,M,VERP,FR,396.286,,,,,20141206,MM_BATCH_01,20180314,MDG_USER12,20151202,,,,,,04,,,,,,,,
700,000000005013947618,Polipropileno Premium 39A P003,EN,ROH,L,L,L,Z010,006004007007002009,20,L,BANS,GB,201.265,245.852,KG,0.235,L,20180516,MM_BATCH_01,20170208,MM_BATCH_03,20240415,ZMM1,ZL,,,WA02,Z1,X,,,,,,,
812,000000005013947755,Manta Plastica Industrial 68D P004,PT,HAWA,KG,KG,KG,Z020,007003002004005009,00,P,LEER,BR,0.661,0.713,KG,0.424,CDM,20230819,MM_BATCH_01,20241006,CB9980520020,20260409,ZMM1,01,PLBL,,WHSE,Z1,,,,,,ZM01,,
100,000000005013947892,Caixa Arquivo Alta Densidade 24B P001,EN,NLAG,EA,EA,EA,Z030,003001005001007009,00,A,LEER,US,25.406,31.625,LB,,,20140725,CB9980520010,20140914,MDG_USER12,20181206,M001,,,,,,,,,,,,,
200,000000005013948029,Servico de Corte Alimenticio 06C P002,DE,DIEN,EA,EA,EA,ZMAT,005007001003005007,00,C,VERP,DE,38.588,39.601,G,,,20190413,MM_BATCH_01,20170913,CB9980520020,20181127,ZMM1,,,MFR-310844,WA01,02,X,,,,,,,
300,000000005013948166,Rolamento Reserva Farmaceutico 49C P003,FR,ERSA,M,M,M,ZSRV,008004007004005007,40,O,NORM,FR,351.132,,,2.427,L,20220306,MDG_USER08,20160918,MDG_USER12,20161220,ZMM1,ZL,PLBL,,WA01,Z1,,,,,,,,90mm
400,000000005013948303,Conector de Cobre Industrial 25D P004,EN,FERT,CS,CS,CS,Z001,005008003001009001,40,M,BANS,GB,270.099,324.186,KG,,,20210708,CB9980520010,20161123,CB9980520020,20190824,M002,02,,MFR-245357,,Z1,X,,,,,,,
